species	scaffold	mixed_groups	genestring	charAcount	charBcount	m	mode	mean	bases_covered_mixing	scaffold_total_bases	percent_scaffold_mixing	m_percent_of_way_to_mode	p_value_unmixed	num_iterations
Sciliatum	NC_088643.1	ALG_13+ALG_74	BBAAABBABBB	4	7	0.7333333333333334	0.9777777777777776	1.0001102222222222	42109754	97974678	42.9802423030163	75.00000000000001	0.33335	100000
Cowczarzaki	NW_011887294.1	ALG_14+ALG_18	BBBBABABBAAAAAA	7	8	0.6185567010309279	0.9278350515463918	0.9995025773195876	891522	2526311	35.28947940297137	66.66666666666666	0.15013	100000
Davara	NC_089278.1	ALG_14+ALG_22	AABBAAABABAB	5	7	1.2413793103448274	1.0344827586206895	0.9993227586206896	3508890	39469004	8.890242074514978	100.0	0.85303	100000
Ccandelabrum	NC_085100.1	ALG_14+ALG_22	ABBBAAABAABABA	8	6	1.1951219512195124	1.024390243902439	0.9996700000000002	3175531	6695549	47.42749250285526	100.0	0.82093	100000
Hsymbiolongicarpus	NC_079875.1	ALG_14+ALG_22	BBAABABAABAA	7	5	1.2413793103448274	0.8275862068965516	1.0006262068965517	15724013	42572105	36.93501413660424	100.0	0.85356	100000
Olobularis	NC_089184.1	ALG_14+ALG_22	AABBBABABAAAA	5	8	0.9701492537313432	0.9701492537313432	1.0009980597014927	703494	3220065	21.847198736671466	100.0	0.57414	100000
Nvectensis	NC_064038.1	ALG_14+ALG_22	BBABBABABAAAAA	6	8	1.024390243902439	1.024390243902439	0.999540243902439	4206989	19000648	22.141292233822764	100.0	0.64557	100000
Acrassa	OZ181689.1	ALG_14+ALG_22	BAAABAAABAB	4	7	1.2222222222222223	0.9777777777777776	1.0000026666666668	4376472	6299981	69.46801903053358	100.0	0.8339	100000
Hpanicea	NC_087383.1	ALG_14+ALG_22	BABAAABBABAA	7	5	1.2413793103448274	0.8275862068965516	0.9985075862068964	2940666	7363180	39.93744550588197	100.0	0.8553	100000
Pverrucosa	NC_089315.1	ALG_14+ALG_22	AAAABBBBABBAAA	8	6	0.5121951219512195	1.024390243902439	0.999509512195122	7069155	31359385	22.542390419965187	50.0	0.08621	100000
Bmicroptera	NC_087076.1	ALG_14+ALG_22	AAAAAABBBBAABB	6	8	0.3414634146341463	1.024390243902439	0.999979024390244	8075743	23637599	34.1648193625757	33.333333333333336	0.0286	100000
Harmigera	NC_087136.1	ALG_14+ALG_22	AABABAB	4	3	1.647058823529412	0.823529411764706	0.9987682352941176	5142005	11585164	44.38439542159265	100.0	0.97198	100000
Celegans	NC_003279.8	ALG_14+ALG_22	BABAAAABABAA	8	4	1.3846153846153848	1.153846153846154	1.00059	9922273	15072434	65.8305951115792	100.0	0.92896	100000
Mleidyi	CM108483.1	ALG_14+ALG_22	BAABBBAAAAA	4	7	0.4888888888888889	0.9777777777777776	0.9982744444444446	4814455	18526857	25.98635591563102	50.0	0.14377	100000
Celegans	NC_003279.8	ALG_14+ALG_26	BBABABAABAAAA	8	5	1.164179104477612	0.9701492537313432	0.9995932835820897	6881811	15072434	45.658259309677526	100.0	0.79363	100000
Celegans	NC_003279.8	ALG_14+ALG_29	ABAABAAABAA	8	3	1.4864864864864866	0.891891891891892	1.0012735135135136	7238537	15072434	48.02500379169018	100.0	1.0	100000
Pverrucosa	NC_089315.1	ALG_14+ALG_30	BAABABBAABAAA	8	5	1.164179104477612	0.9701492537313432	0.9997737313432836	22191577	31359385	70.7653450474236	100.0	0.79211	100000
Davara	NC_089278.1	ALG_14+ALG_31	BABABAAAAABB	5	7	1.0344827586206895	1.0344827586206895	1.0006593103448274	4410388	39469004	11.174307818864646	100.0	0.65074	100000
Bmicroptera	NC_087076.1	ALG_14+ALG_37	BAAAAAABBABAB	5	8	0.9701492537313432	0.9701492537313432	0.9993488059701492	15832328	23637599	66.97942544841378	100.0	0.5765	100000
Acrassa	OZ181689.1	ALG_14+ALG_37	BAAAAAABABBB	5	7	0.6206896551724137	0.8275862068965516	1.0007544827586206	4376472	6299981	69.46801903053358	75.0	0.19754	100000
Davara	NC_089278.1	ALG_14+ALG_37	BAABBAAAABBA	5	7	0.8275862068965516	1.0344827586206895	1.00035724137931	4238149	39469004	10.737917278074717	80.0	0.42357	100000
Pverrucosa	NC_089315.1	ALG_14+ALG_37	AABAABBAABBAA	8	5	0.9701492537313432	0.9701492537313432	1.0014734328358208	25280903	31359385	80.61670533398534	100.0	0.57299	100000
Mleidyi	CM108483.1	ALG_14+ALG_37	BABABBBAAAAA	5	7	0.8275862068965516	0.8275862068965516	0.9994241379310342	5326143	18526857	28.748227505615223	100.0	0.42485	100000
Sciliatum	NC_088648.1	ALG_14+ALG_37	BBBAAAA	4	3	0.0	0.823529411764706	0.9986817647058824	0	36034923	0.0	0.0	0.05742	100000
Hpanicea	NC_087383.1	ALG_14+ALG_37	BABBBAAABAAA	7	5	0.8275862068965516	1.0344827586206895	1.0008227586206897	1551684	7363180	21.0735578921064	80.0	0.42367	100000
Nvectensis	NC_064038.1	ALG_14+ALG_37	BABAABBAAAAAB	5	8	0.9701492537313432	0.9701492537313432	1.000761343283582	10782682	19000648	56.74902245439208	100.0	0.57403	100000
Olobularis	NC_089184.1	ALG_14+ALG_37	ABABAABBABAAA	5	8	1.3582089552238803	0.9701492537313432	0.9996553731343284	1624824	3220065	50.45935408136171	100.0	0.93142	100000
Celegans	NC_003279.8	ALG_14+ALG_37	BABBAAAAAAA	8	3	0.5945945945945946	0.891891891891892	0.9991686486486486	778394	15072434	5.164355007293447	66.66666666666666	0.23754	100000
Hsymbiolongicarpus	NC_079875.1	ALG_14+ALG_37	BBAAABBAABAA	7	5	0.8275862068965516	0.8275862068965516	1.0008786206896552	15577845	42572105	36.59167194105154	100.0	0.42394	100000
Ccandelabrum	NC_085100.1	ALG_14+ALG_37	ABBAAAAAABBBA	8	5	0.582089552238806	0.9701492537313432	1.0001016417910449	3363654	6695549	50.23716501813369	60.00000000000001	0.15258	100000
Nvectensis	NC_064038.1	ALG_14+ALG_38	BABBAABAAABAA	5	8	1.164179104477612	0.9701492537313432	0.998681343283582	7441997	19000648	39.16706945994684	100.0	0.79327	100000
Olobularis	NC_089184.1	ALG_14+ALG_38	AABABBABAABAA	5	8	1.3582089552238803	0.9701492537313432	1.001469552238806	1539691	3220065	47.81552546299531	100.0	0.92902	100000
Davara	NC_089278.1	ALG_14+ALG_38	BAABAAAABBAB	5	7	1.0344827586206895	0.8275862068965516	0.999403448275862	4410388	39469004	11.174307818864646	100.0	0.653	100000
Harmigera	NC_087136.1	ALG_14+ALG_38	BBAABABA	4	4	1.3333333333333333	0.6666666666666666	0.9977499999999998	3919440	11585164	33.83154524182825	100.0	0.88655	100000
Acrassa	OZ181689.1	ALG_14+ALG_38	AABABBAAAAB	4	7	0.9777777777777776	0.9777777777777776	1.0006088888888889	3880205	6299981	61.59074130541029	100.0	0.60555	100000
Hsymbiolongicarpus	NC_079875.1	ALG_14+ALG_38	BABBABABAAAA	7	5	1.2413793103448274	1.0344827586206895	0.9995379310344829	10857492	42572105	25.50377060283958	100.0	0.85245	100000
Bmicroptera	NC_087076.1	ALG_14+ALG_38	ABAAAAABBBAAB	5	8	0.7761194029850745	0.9701492537313432	1.0015432835820894	14388336	23637599	60.87054780817629	80.0	0.34552	100000
Celegans	NC_003279.8	ALG_14+ALG_38	BABAAABABAAA	8	4	1.3846153846153848	0.9230769230769232	1.0000315384615388	7832966	15072434	51.96881936918748	100.0	0.92935	100000
Pverrucosa	NC_089315.1	ALG_14+ALG_38	AAABABABAABAB	8	5	1.552238805970149	0.9701492537313432	0.9989044776119402	22697468	31359385	72.3785495155597	100.0	0.98396	100000
Ccandelabrum	NC_085100.1	ALG_14+ALG_38	ABBBABAAAAABA	8	5	0.9701492537313432	0.9701492537313432	1.0015879104477612	2691553	6695549	40.1991382633448	100.0	0.57238	100000
Mleidyi	CM108483.1	ALG_14+ALG_38	AABBAAABAABB	5	7	0.8275862068965516	1.0344827586206895	1.0008455172413793	7120625	18526857	38.43406898428589	80.0	0.42241	100000
Hpanicea	NC_087383.1	ALG_14+ALG_38	ABBAAABBABAA	7	5	1.0344827586206895	1.0344827586206895	1.001002758620689	2940036	7363180	39.92888942006035	100.0	0.65201	100000
Davara	NC_089278.1	ALG_14+ALG_41	BAABBBAAAAA	4	7	0.4888888888888889	0.9777777777777776	0.9995822222222224	2346874	39469004	5.946119136930843	50.0	0.14254	100000
Cowczarzaki	NW_011887294.1	ALG_14+ALG_42	AABBBBBAAAAAA	5	8	0.1940298507462686	0.9701492537313432	0.9980662686567164	483671	2526311	19.145346713053144	20.0	0.01046	100000
Celegans	NC_003279.8	ALG_14+ALG_45	BABABAAAAAA	8	3	1.1891891891891893	0.891891891891892	1.000262702702703	5686827	15072434	37.72998442056538	100.0	0.78727	100000
Cowczarzaki	NW_011887294.1	ALG_14+ALG_45	ABBBBBAAAAAAA	5	8	0.1940298507462686	0.9701492537313432	0.9985843283582088	84493	2526311	3.3445209239875853	20.0	0.01007	100000
Cowczarzaki	NW_011887294.1	ALG_14+ALG_46	ABABBBBBBBBBBBBBBAAAAAA	15	8	0.3179723502304147	0.9539170506912442	0.999141198156682	1313371	2526311	51.987700643349136	33.333333333333336	0.00225	100000
Cowczarzaki	NW_011887294.1	ALG_14+ALG_49	ABBBBBBBABBBBBAAAAAA	12	8	0.3488372093023255	1.0465116279069766	0.9990976744186044	499252	2526311	19.762095798973288	33.33333333333333	0.00641	100000
Davara	NC_089278.1	ALG_14+ALG_49	BBBAAABBAAAABBBBBBB	12	7	0.3825503355704698	1.0201342281879195	0.9996805369127514	4410388	39469004	11.174307818864646	37.5	0.01333	100000
Celegans	NC_003279.8	ALG_14+ALG_50	BABBABBBAAABABAABB	8	10	1.1408450704225352	1.0140845070422535	0.9999329577464788	11533300	15072434	76.51916074072707	100.0	0.78202	100000
Celegans	NC_003279.8	ALG_14+ALG_51	AABBAAAAAAB	8	3	0.5945945945945946	0.891891891891892	1.001231891891892	6586636	15072434	43.69988284573016	66.66666666666666	0.23427	100000
Davara	NC_089278.1	ALG_14+ALG_52	BBBABABBBAAAAABB	9	7	0.7272727272727273	1.018181818181818	0.9996814545454544	4410388	39469004	11.174307818864646	71.42857142857144	0.23164	100000
Bmicroptera	NC_087076.1	ALG_14+ALG_56	ABABABBABAABBAAB	8	8	1.4285714285714286	0.8571428571428571	0.9985414285714286	15832328	23637599	66.97942544841378	100.0	0.96856	100000
Mleidyi	CM108483.1	ALG_14+ALG_56	ABABBBAABBAABA	7	7	1.1666666666666667	1.0	1.0005666666666666	9422571	18526857	50.85898271897926	100.0	0.79099	100000
Sciliatum	NC_088648.1	ALG_14+ALG_56	ABBABAAB	4	4	1.3333333333333333	1.3333333333333333	0.99857	16895215	36034923	46.8856697709608	100.0	0.88638	100000
Hpanicea	NC_087383.1	ALG_14+ALG_56	BABABBAABBAABAB	7	8	1.3917525773195876	0.9278350515463918	1.001523711340206	4658733	7363180	63.27066566347692	100.0	0.94709	100000
Harmigera	NC_087136.1	ALG_14+ALG_56	BABABAAB	4	4	1.6666666666666667	0.6666666666666666	0.9994933333333332	6311954	11585164	54.48307853043772	100.0	0.97232	100000
Olobularis	NC_089184.1	ALG_14+ALG_56	ABBAABBABAABBAAB	8	8	1.1428571428571428	0.8571428571428571	0.999255714285714	1794192	3220065	55.71912368228592	100.0	0.78596	100000
Celegans	NC_003279.8	ALG_14+ALG_56	ABAABBAABBAABAB	8	7	1.2371134020618555	0.9278350515463918	0.9995103092783504	11533300	15072434	76.51916074072707	100.0	0.86676	100000
Acrassa	OZ181689.1	ALG_14+ALG_56	ABABBAABABBAAB	7	7	1.3333333333333333	1.0	0.9999950000000002	4376472	6299981	69.46801903053358	100.0	0.92341	100000
Hsymbiolongicarpus	NC_079875.1	ALG_14+ALG_56	ABABBAABABBAA	7	6	1.2816901408450705	1.0985915492957743	1.0001577464788731	16803006	42572105	39.46952118059466	100.0	0.87849	100000
Davara	NC_089278.1	ALG_14+ALG_56	ABABBAABABBABAB	8	7	1.5463917525773196	0.9278350515463918	1.000080927835051	4410388	39469004	11.174307818864646	100.0	0.98735	100000
Ccandelabrum	NC_085100.1	ALG_14+ALG_56	ABBAABAABBAABAB	8	7	1.2371134020618555	0.9278350515463918	0.9987819587628868	5323634	6695549	79.5100446580258	100.0	0.86881	100000
Cowczarzaki	NW_011887294.1	ALG_14+ALG_56	AABABBAABBAABBAB	8	8	1.1428571428571428	0.8571428571428571	0.9992814285714284	1460687	2526311	57.81897003179736	100.0	0.78753	100000
Nvectensis	NC_064038.1	ALG_14+ALG_56	ABBABBAABAABBAAB	8	8	1.1428571428571428	1.0	1.0008242857142855	10782682	19000648	56.74902245439208	100.0	0.78306	100000
Pverrucosa	NC_089315.1	ALG_14+ALG_56	ABBAABBABBAABABA	8	8	1.2857142857142858	0.8571428571428571	1.000087142857143	27897495	31359385	88.96059345551579	100.0	0.90091	100000
Cowczarzaki	NW_011887294.1	ALG_14+ALG_57	BBBBABABBAAAAAA	7	8	0.6185567010309279	0.9278350515463918	1.0001350515463918	891522	2526311	35.28947940297137	66.66666666666666	0.14955	100000
Celegans	NC_003279.8	ALG_14+ALG_59	ABABBAABABAAAB	8	6	1.3658536585365857	1.024390243902439	1.0016060975609755	9159723	15072434	60.77135915804972	100.0	0.93617	100000
Hpanicea	NC_087383.1	ALG_14+ALG_63	ABBBAAABBABAA	7	6	0.9154929577464788	1.0985915492957743	1.0013295774647888	2993304	7363180	40.65232684791082	83.33333333333334	0.49829	100000
Nvectensis	NC_064038.1	ALG_14+ALG_63	BBABBAABAAABAA	6	8	1.024390243902439	1.024390243902439	1.0002658536585367	7441997	19000648	39.16706945994684	100.0	0.64687	100000
Pverrucosa	NC_089315.1	ALG_14+ALG_63	AAABABABAABABB	8	6	1.3658536585365857	1.024390243902439	0.9991117073170734	22697468	31359385	72.3785495155597	100.0	0.93798	100000
Hsymbiolongicarpus	NC_079875.1	ALG_14+ALG_63	BABBABABAAAA	7	5	1.2413793103448274	0.8275862068965516	0.999593793103448	10857492	42572105	25.50377060283958	100.0	0.85416	100000
Celegans	NC_003279.8	ALG_14+ALG_63	BABAAABABAAA	8	4	1.3846153846153848	1.153846153846154	1.0013492307692309	7832966	15072434	51.96881936918748	100.0	0.92834	100000
Davara	NC_089278.1	ALG_14+ALG_63	BAABBAAAABBAB	6	7	0.9154929577464788	1.0985915492957743	1.0005257746478875	4410388	39469004	11.174307818864646	83.33333333333334	0.49927	100000
Olobularis	NC_089184.1	ALG_14+ALG_63	AABABBABAABAA	5	8	1.3582089552238803	0.9701492537313432	1.0008214925373136	1539691	3220065	47.81552546299531	100.0	0.92857	100000
Ccandelabrum	NC_085100.1	ALG_14+ALG_63	ABBBABAAAAABA	8	5	0.9701492537313432	0.9701492537313432	0.9980914925373134	2691553	6695549	40.1991382633448	100.0	0.57871	100000
Mleidyi	CM108483.1	ALG_14+ALG_63	ABABBAAABAABB	6	7	1.0985915492957743	1.0985915492957743	0.9991104225352112	8021425	18526857	43.29619967380328	100.0	0.73411	100000
Bmicroptera	NC_087076.1	ALG_14+ALG_63	ABAAAAABBBBAAB	6	8	0.6829268292682927	1.024390243902439	0.9977868292682928	14388336	23637599	60.87054780817629	66.66666666666667	0.22748	100000
Harmigera	NC_087136.1	ALG_14+ALG_63	BBAABABA	4	4	1.3333333333333333	1.3333333333333333	1.0	3919440	11585164	33.83154524182825	100.0	0.88542	100000
Acrassa	OZ181689.1	ALG_14+ALG_63	ABABABBAAAAB	5	7	1.2413793103448274	1.0344827586206895	1.0028151724137928	4060613	6299981	64.4543689893668	100.0	0.85155	100000
Pverrucosa	NC_089315.1	ALG_14+ALG_65	BAABBABBAABAAA	8	6	1.024390243902439	1.024390243902439	0.998698536585366	22191577	31359385	70.7653450474236	100.0	0.6464	100000
Cowczarzaki	NW_011887294.1	ALG_14+ALG_68	ABABBBBBAAAAAA	6	8	0.5121951219512195	1.024390243902439	1.000190731707317	1831962	2526311	72.51529997692288	50.0	0.08663	100000
Davara	NC_089278.1	ALG_14+ALG_70	BBBABABBBAAAAABB	9	7	0.7272727272727273	1.018181818181818	0.99992	4410388	39469004	11.174307818864646	71.42857142857144	0.23035	100000
Cowczarzaki	NW_011887294.1	ALG_14+ALG_71	ABBBBABBBBBAAAAAA	9	8	0.4015748031496063	1.0708661417322831	1.0006896062992126	440631	2526311	17.4416768165123	37.50000000000001	0.01948	100000
Davara	NC_089278.1	ALG_14+ALG_71	BBBAAABAAAABBBB	8	7	0.4639175257731959	0.9278350515463918	1.001970618556701	4410388	39469004	11.174307818864646	50.0	0.05013	100000
Celegans	NC_003279.8	ALG_14+ALG_72	BABBBAAAAABAABB	8	7	0.7731958762886598	0.9278350515463918	0.998737113402062	11533300	15072434	76.51916074072707	83.33333333333334	0.29702	100000
Cowczarzaki	NW_011887294.1	ALG_14+ALG_74	AABBBBBBBAAAAAA	7	8	0.1546391752577319	0.9278350515463918	0.9996773195876292	856458	2526311	33.901526771644505	16.666666666666664	0.00257	100000
Cowczarzaki	NW_011887294.1	ALG_14+ALG_75	ABABBBBBBAAAAAA	7	8	0.4639175257731959	0.9278350515463918	1.000116494845361	1259636	2526311	49.86068619421757	50.0	0.05111	100000
Cowczarzaki	NW_011887292.1	ALG_15+ALG_19	BBAAABAAABBABA	6	8	1.024390243902439	1.024390243902439	1.0003273170731706	1753720	3794338	46.21939321167487	100.0	0.6444	100000
Cowczarzaki	NW_011887292.1	ALG_15+ALG_20	BBBAAAAAAABBBA	6	8	0.3414634146341463	1.024390243902439	0.9996870731707318	2647126	3794338	69.76516061563308	33.333333333333336	0.0281	100000
Sciliatum	NC_088643.1	ALG_15+ALG_21	AABBBAB	4	3	0.823529411764706	0.823529411764706	0.9995423529411764	32186738	97974678	32.85209878413686	100.0	0.54273	100000
Cowczarzaki	NW_011887292.1	ALG_15+ALG_23	BABBABAAAAABAB	6	8	1.1951219512195124	1.024390243902439	0.9986148780487806	2840883	3794338	74.87163768752283	100.0	0.82333	100000
Cowczarzaki	NW_011887292.1	ALG_15+ALG_25	AAAAAAABBBBABB	6	8	0.3414634146341463	1.024390243902439	1.0006824390243902	970195	3794338	25.569545991949056	33.333333333333336	0.02746	100000
Cowczarzaki	NW_011887292.1	ALG_15+ALG_28	AABAAABABBBAA	5	8	0.9701492537313432	0.9701492537313432	0.9999774626865672	1235519	3794338	32.562175536285906	100.0	0.57623	100000
Sciliatum	NC_088643.1	ALG_15+ALG_30	ABABBA	3	3	1.5	1.0	1.00008	57826642	97974678	59.022028120368	100.0	0.90003	100000
Cowczarzaki	NW_011887292.1	ALG_15+ALG_31	BAAABAABAABAB	5	8	1.3582089552238803	0.9701492537313432	1.0015238805970148	2840883	3794338	74.87163768752283	100.0	0.92939	100000
Celegans	NC_003282.8	ALG_15+ALG_31	BAAAABBAA	6	3	0.6666666666666666	1.0	1.0012466666666666	7614125	17493829	43.52463374370471	66.66666666666666	0.34388	100000
Bmicroptera	NC_087079.1	ALG_15+ALG_31	AABAAAABAABBB	5	8	0.7761194029850745	0.9701492537313432	0.9987997014925372	8705681	18467570	47.14037093131365	80.0	0.35054	100000
Mleidyi	CM108480.1	ALG_15+ALG_31	ABABABAABAAAB	5	8	1.552238805970149	0.9701492537313432	0.9995777611940296	7703740	14925576	51.61435645766703	100.0	0.98352	100000
Sciliatum	NC_088643.1	ALG_15+ALG_34	ABBABBA	4	3	1.2352941176470589	0.823529411764706	1.0041623529411765	17849280	97974678	18.218258395296797	100.0	0.79587	100000
Cowczarzaki	NW_011887292.1	ALG_15+ALG_34	AAAAAABBBABAB	5	8	0.7761194029850745	0.9701492537313432	1.0001346268656714	1940091	3794338	51.13121182140337	80.0	0.34763	100000
Hpanicea	NC_087379.1	ALG_15+ALG_34	AAAAAAAABBBBB	8	5	0.0	0.9701492537313432	1.0017664179104475	0	8483533	0.0	0.0	0.00156	100000
Nvectensis	NC_064036.1	ALG_15+ALG_34	ABABAABBBAAAA	5	8	0.9701492537313432	0.9701492537313432	1.002719104477612	5574888	20793841	26.81028483386018	100.0	0.57229	100000
Cowczarzaki	NW_011887292.1	ALG_15+ALG_38	AABABAABABBAA	5	8	1.3582089552238803	0.9701492537313432	0.9998241791044776	1513297	3794338	39.88303097931708	100.0	0.92872	100000
Sciliatum	NC_088643.1	ALG_15+ALG_40	ABABBA	3	3	1.5	1.0	1.00212	9996304	97974678	10.202946520528496	100.0	0.89879	100000
Mleidyi	CM108480.1	ALG_15+ALG_41	AAAAABABBABAB	5	8	1.164179104477612	0.9701492537313432	1.0012056716417912	3460132	14925576	23.18256930251804	100.0	0.79237	100000
Celegans	NC_003282.8	ALG_15+ALG_41	BAABABABBAA	6	5	1.3469387755102042	0.8979591836734695	1.0004814285714287	6881057	17493829	39.334196075656166	100.0	0.91022	100000
Bmicroptera	NC_087079.1	ALG_15+ALG_41	BAAAAABABAABB	5	8	0.9701492537313432	0.9701492537313432	0.9993119402985076	9148894	18467570	49.5403239300027	100.0	0.5766	100000
Sciliatum	NC_088643.1	ALG_15+ALG_42	BAABAB	3	3	1.5	1.0	0.99841	60327011	97974678	61.574084479256975	100.0	0.90095	100000
Cowczarzaki	NW_011887292.1	ALG_15+ALG_43	BAAAAAAABABBB	5	8	0.582089552238806	0.9701492537313432	0.9993740298507464	2840883	3794338	74.87163768752283	60.00000000000001	0.15184	100000
Nvectensis	NC_064036.1	ALG_15+ALG_45	ABBABAABBAAAA	5	8	0.9701492537313432	0.9701492537313432	0.9992479104477612	7973438	20793841	38.34519077067099	100.0	0.57685	100000
Sciliatum	NC_088643.1	ALG_15+ALG_46	AABBBBABBB	7	3	0.6250000000000001	0.9375000000000002	0.9989718750000004	55479072	97974678	56.62592940596345	66.66666666666666	0.28314	100000
Celegans	NC_003282.8	ALG_15+ALG_47	BBAAABAAA	6	3	0.6666666666666666	1.0	1.0014133333333333	3297049	17493829	18.84692596457871	66.66666666666666	0.34505	100000
Sciliatum	NC_088643.1	ALG_15+ALG_48	BABABBA	3	4	1.647058823529412	0.823529411764706	1.0022352941176471	11374566	97974678	11.609699804269834	100.0	0.97092	100000
Celegans	NC_003282.8	ALG_15+ALG_49	BBBAAABBBABBABA	6	9	0.9677419354838712	0.9677419354838712	0.9995080645161292	9396105	17493829	53.710968593553766	100.0	0.56736	100000
Sciliatum	NC_088643.1	ALG_15+ALG_49	AABBAB	3	3	1.0	1.0	1.00016	45307437	97974678	46.244027461871326	100.0	0.69976	100000
Sciliatum	NC_088643.1	ALG_15+ALG_50	BBBAABBBBA	3	7	0.6250000000000001	0.9375000000000002	0.9986906250000004	19345751	97974678	19.74566428276498	66.66666666666666	0.28586	100000
Pverrucosa	NC_089314.1	ALG_15+ALG_50	AAAAAAAABBBBBBBBBBB	8	11	0.0	0.9681528662420382	1.0006791719745225	0	32159411	0.0	0.0	2e-05	100000
Bmicroptera	NC_087079.1	ALG_15+ALG_52	AABAAAABBBAABBBBB	9	8	0.5354330708661417	1.0708661417322831	1.001308031496063	6613544	18467570	35.811663364481625	50.0	0.06831	100000
Mleidyi	CM108480.1	ALG_15+ALG_52	ABABBABAABABAABBB	9	8	1.3385826771653544	1.0708661417322831	0.9997646456692914	9081391	14925576	60.8444927016552	100.0	0.9403	100000
Celegans	NC_003282.8	ALG_15+ALG_52	BBBAAABABABA	6	6	1.2	0.8	1.000304	9403116	17493829	53.75104558298816	100.0	0.82333	100000
Sciliatum	NC_088643.1	ALG_15+ALG_53	AABBBBAB	5	3	0.7272727272727273	1.0909090909090908	1.00104	37272552	97974678	38.043046183831294	66.66666666666667	0.42618	100000
Cowczarzaki	NW_011887292.1	ALG_15+ALG_53	AAABAABBBBBABBAAB	9	8	0.8031496062992126	1.0708661417322831	0.9997740157480314	2401095	3794338	63.28099921514636	75.00000000000001	0.31871	100000
Bcyanae	OZ177746.1	ALG_15+ALG_54	ABBABAABAB	5	5	1.5	1.0	1.0008825	3885774	4681714	82.99896149145377	100.0	0.9598	100000
Davara	NC_089275.1	ALG_15+ALG_54	ABBAABBABAABBAAB	8	8	1.1428571428571428	1.0	0.99969	25277116	50154164	50.39883826993906	100.0	0.78612	100000
Abeatrix	OY725500.1	ALG_15+ALG_54	ABBABAABAB	5	5	1.5	1.0	1.0000875	3694332	4310164	85.71209819394343	100.0	0.9614	100000
Srosetta	NW_004457740.1	ALG_15+ALG_54	ABBABAAB	4	4	1.3333333333333333	1.0	1.0003166666666667	1401384	2682829	52.235308325651765	100.0	0.88618	100000
Hpanicea	NC_087379.1	ALG_15+ALG_54	ABBAABBABAABBAAB	8	8	1.1428571428571428	1.0	0.9999528571428572	3822443	8483533	45.05720670857295	100.0	0.78656	100000
Cowczarzaki	NW_011887292.1	ALG_15+ALG_54	ABBAABBABAABBAAB	8	8	1.1428571428571428	0.8571428571428571	1.000205714285714	2840883	3794338	74.87163768752283	100.0	0.78453	100000
Ccandelabrum	NC_085090.1	ALG_15+ALG_54	ABBAABBABAABBAAB	8	8	1.1428571428571428	0.8571428571428571	1.0003357142857143	8317917	8846715	94.02266264935628	100.0	0.78481	100000
Olobularis	NC_089193.1	ALG_15+ALG_54	ABBAABBABAABBAAB	8	8	1.1428571428571428	0.8571428571428571	1.0000242857142856	804928	2167890	37.12955915659927	100.0	0.78338	100000
Hsymbiolongicarpus	NC_079889.1	ALG_15+ALG_54	ABABBAABABBAAB	7	7	1.3333333333333333	1.0	0.999325	8768562	11552000	75.905141966759	100.0	0.92282	100000
Pverrucosa	NC_089314.1	ALG_15+ALG_54	ABBAABBABAABBAAB	8	8	1.1428571428571428	1.0	0.9981357142857143	11781663	32159411	36.63519521548452	100.0	0.78833	100000
Bmicroptera	NC_087079.1	ALG_15+ALG_54	ABBAABBABAABBAAB	8	8	1.1428571428571428	0.8571428571428571	0.9995314285714284	9148894	18467570	49.5403239300027	100.0	0.78413	100000
Mleidyi	CM108480.1	ALG_15+ALG_54	ABBAABBABAABBAAB	8	8	1.1428571428571428	1.1428571428571428	1.0002857142857144	9512241	14925576	63.731148466230046	100.0	0.78493	100000
Acrassa	OZ181676.1	ALG_15+ALG_54	ABBAABBABAABBAAB	8	8	1.1428571428571428	1.0	0.9996014285714284	7161943	8694439	82.37383688585312	100.0	0.78526	100000
Celegans	NC_003282.8	ALG_15+ALG_54	ABBAABBABAAB	6	6	1.2	0.8	0.998652	11552087	17493829	66.03521161662206	100.0	0.82541	100000
Sciliatum	NC_088643.1	ALG_15+ALG_54	ABABAB	3	3	2.0	1.0	0.998205	60327011	97974678	61.574084479256975	100.0	1.0	100000
Sciliatum	NC_088650.1	ALG_15+ALG_54	ABABAB	3	3	2.0	1.0	1.00056	17157539	34307216	50.011458230828175	100.0	1.0	100000
Nvectensis	NC_064036.1	ALG_15+ALG_54	ABBAABBABAABBAAB	8	8	1.1428571428571428	0.8571428571428571	0.9998428571428573	17220247	20793841	82.81417079220718	100.0	0.78542	100000
Sciliatum	NC_088643.1	ALG_15+ALG_55	AABBAB	3	3	1.0	1.0	0.995495	38758314	97974678	39.55952169600394	100.0	0.70365	100000
Cowczarzaki	NW_011887292.1	ALG_15+ALG_58	BBAAABAAABBABBA	7	8	0.9278350515463918	0.9278350515463918	0.9991840206185568	2484690	3794338	65.48415033136214	100.0	0.51392	100000
Sciliatum	NC_088643.1	ALG_15+ALG_59	AABBBA	3	3	0.5	1.0	0.999665	42109754	97974678	42.9802423030163	50.0	0.30094	100000
Cowczarzaki	NW_011887292.1	ALG_15+ALG_61	BAABAAABABBBAA	6	8	1.024390243902439	1.024390243902439	1.001039268292683	1449074	3794338	38.190430056573774	100.0	0.64289	100000
